FEI Number,Recalling Firm Name,Product Type,Product Classification,Status,Distribution Pattern,Nationwide,Recalling Firm City,Recalling Firm State,Recalling Firm Country,Center Classification Date,Reason for Recall,Reason Category,Product Description,Event ID,Event Classification,Product ID
3013324964,Abbott Laboratories,Food/Cosmetics,Class II,Terminated,"Alabama, Arkansas, Arizona, California, Colorado, Connecticut, Florida, Georgia, Iowa, Idaho, Illinois, Indiana, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Pennsylvania, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Washington, Wisconsin, West Virginia",No,Columbus,Ohio,United States,2023-11-07,"Marketed towards preterm infants without approval as a new drug or licensed biologic, as well as unsafe food additive",Others,Similac Probiotic Tri-Blend - 0.017oz (0.50g) packaged in foil packets. 50 foil packets per carton - 3 cartons per case.,93348,Class II,204056
3000174653,Nature'S Path Foods Inc,Food/Cosmetics,Class II,Terminated,"CA, CO, CT, FL, GA, IA, IN, MD, NC, NH, NY, OH, OR, PA, TX, WA, WI",No,Richmond,-,Canada,2023-11-07,undeclared peanut,Undeclared,"Nature's Path Organic Pumpkin Spice Waffles, 7 oz., UPC 0 5844959077 4",93270,Class II,203808
3015142737,Greenhead Lobster Products LLC,Food/Cosmetics,Class I,Completed,"AL,AZ, CA, CO, CT, DC, FL, GA, IA, IL, LA, KY, MA, MD, ME, MI, NC, NH, NJ, NY, OH, PA, RI, SD, TN, TX, VA, WY",No,Bucksport,Maine,United States,2023-11-06,Lobster meat may be contaminated with Listeria monocytogenes.,Listeria,"Frozen and fresh RTE Lobster meat (1 lb. packages to 12 lb. case)

1. Greenhead Lobster HPP Fresh Cooked Claw and Knuckle Meat GHL-CKF - Fresh - 1 lb. oxygen permeable bag, master cased in a 12 lbs. Styrofoam box

2. Greenhead Lobster Fresh Cooked Claw and Knuckle Meat GHL-CKF -CK (2 lb) Fresh Cooked Meat - Non HPP - 2 lb. - oxygen permeable bag, master cased in a 12 lbs. styrofoam box

3. Greenhead Lobster HPP Fresh Cooked Claw and Knuckle Meat GHL-CKF - CK (2 lb) Fresh HPP Cooked Meat - oxygen permeable bag, master cased in a 12 lbs. styrofoam box

4. Greenhead Lobster Frozen Cooked Claw and Knuckle Meat GHL-CK - Frozen 1 lb Cooked CK Meat - freezer poly bag, master cased in a 12 lbs. cardboard box

5. Frozen Cooked Broken Lobster Meat - Frozen Broken Cooked Meat - freezer poly bag, master cased in a 12 lbs. cardboard box

6. Greenhead Lobster Frozen Cooked Claw and Knuckle Meat GHL-CK - Frozen CK Cooked Meat -- 2lb - freezer poly bag, master cased in a 12 lbs. cardboard box

7. Frozen Cooked Lobster Tail Meat GHL-TAIL - Frozen Tail Cooked Meat - freezer poly bag, master cased in a 12 lbs. cardboard box

8. HPP Frozen Cooked Tail, Claw, and Knuckle Meat GHL-TCK - Frozen TCK Cooked Meat - freezer poly bag, master cased in a 12 lbs. cardboard box

9. Fresh Cooked Lobster Tail, Claw, and Knuckle Meat GHL-TCK - TCK (1 lb) Fresh HPP Cooked Meat - oxygen permeable bag, master cased in a 12 lbs. styrofoam box 

10. Fresh Cooked Lobster Tail, Claw, and Knuckle Meat GHL-TCK - TCK (2 lb) Fresh HPP Cooked Meat - oxygen permeable bag, master cased in a 12 lbs. styrofoam box

11. Fresh Cooked Tail, Claw, and Knuckle Meat GHL-TCK-2# - TCK (2lb) Fresh NON-HPP Cooked Meat - oxygen permeable bag, master cased in a 12 lbs. styrofoam box",93193,Class I,203629
3009492440,Safeway Fresh Foods LLC,Food/Cosmetics,Class I,Terminated,Texas,No,Vineland,New Jersey,United States,2023-11-06,Possible Listeria monocytogenes contamination,Listeria,"HEB Kale Greens, Net Wt. 32oz",93272,Class I,203815
3028865838,Kula Brands LLC,Food/Cosmetics,Class I,Terminated,Domestic distribution only.,No,Naples,Florida,United States,2023-11-03,"Undeclared Allergens: Milk and Tree Nut (Coconut) and 
Unapproved Food Additive: Kratom

",Undeclared,"Kula Can Pin¿a Colada + KRATOM SELTZER, 12 oz (355ML) DIETARY SUPPLEMENT",93157,Class I,203576
3020526005,UTOPIA FOODS INC,Food/Cosmetics,Class I,Terminated,"NY, NJ, MA, CT, PA, MD",No,Glendale,New York,United States,2023-11-03,Product may be contaminated with Listeria monocytogenes.,Listeria,Qilu Enterprises brand  enoki mushrooms  packaged in a 7.05 ounce (200 gram) flexible plastic bag with UPC code 928918-610109.,93286,Class I,203836
3026339795,Hinterland Dairy Inc,Food/Cosmetics,Class II,Terminated,IA,No,Donnellson,Iowa,United States,2023-11-03,May contain generic E. coli,E-Coli,"Hinterland Dairy Farmstead Cheese Happy Jack Monterey Jack Cheese, packaged in bulk and 8oz packages.",93196,Class II,203632
2128567,"Select Custom Solutions, LLC",Food/Cosmetics,Class II,Terminated,Nationwide,Yes,La Crosse,Wisconsin,United States,2023-11-02,foreign material - plastic,Others,JayRobb Vanilla Flavored Egg White Protein Powder.  Net Weight 24 oz (1.5 lbs) 680g Dietary Supplement.  UPC 6 03907-00462 3,93235,Class II,203735
3011579583,"The Kitchen Garden Co, LLC",Food/Cosmetics,Class I,Terminated,U.S. customers can order scones directly from firm's website. The firm distributes to customers in CA and NV.,No,Camarillo,California,United States,2023-10-30,Undeclared allergen; egg,Undeclared,"Fine Sconehenge Baking Company, Chocolate Chip Scone, individually sealed plastic bag",93148,Class I,203538
2214133,"Johnson & Johnson Consumer, Inc.",Food/Cosmetics,Class II,Terminated,"The recalled product was distributed to the following states: OR, NC, FL, GA, SC, CA, MS, LA, TX",No,Skillman,New Jersey,United States,2023-10-30,"Johnson & Johnson Consumer Inc. 199 Grandview Road Skillman, New Jersey 08558, is voluntarily recalling Clean & Clear Morning Burst Facial Cleanser,
due to micro contamination. The product is in an 8 oz. Bottle: 381370016175 Case Code: 111778211, Case GTIN: 00381371177820 

",Others,"Johnson & Johnson Consumer Inc. ,  Clean & Clear, morning burst, facial cleaner, oil free with bursting beads, with vitamin c and ginseng. 8.0 , FL. Oz.",93153,Class II,203553
3000205937,"Penzeys, Ltd.",Food/Cosmetics,Class II,Terminated,Nationwide through Penzeys Spice retail stores and internet sales.,Yes,Wauwatosa,Wisconsin,United States,2023-10-26,Brady Street Cheese Sprinkle may contain sesame.,Others,"Penzeys Brady Street Cheese Sprinkle.   Item 20756.  net wt 2.2 oz (62g).  Penzeys Spices, Wauwatosa, WI  53222.",93126,Class II,203502
3010694765,Betty Lou's Inc,Food/Cosmetics,Class II,Terminated,"Distributed in AL, AR, AZ, CA, CO, CT, FL, GA, IA, ID, IL, KY, MA, MI, MT, NV, NY, OH, OK, OR, PA, TN, TX, WA, WI, and WY.",No,Mcminnville,Oregon,United States,2023-10-24,Undeclared Sesame,Undeclared,"Stabilyze Sugar Stable Dark Chocolate Peanut Butter, 50g (1.76 oz), sold individual package or box.  Each package has UPC 0 16073 00213 1.  There are 12 packages per display box (box UPC 0 16073 00223 0).  The label allergens contains statement declares Milk, Peanut, Tree Nuts (Almond, Cashew, Coconut, Hazelnut).",93205,Class II,203650
3012767995,"Infinant Health, LLC",Food/Cosmetics,Class II,Terminated,"U.S. Distribution to the following: TX, OR, WA, AR, AL, NJ, IL, CA, FL, MN, HI, NY, NV, and AR

No foreign distribution.",No,Davis,California,United States,2023-10-24,Unapproved food additive.,Others,"Evivo with MCT Oil
Infant Probiotic
Activated B. infantis
EVC001 (ActiBif)
For Enteral or Oral Administration
Recommended Use:
Thaw before use.
Feed 0.5 milliliters a day to restore the infant gut microbiome.
For sure under medical supervision.

Ingredients:
Medium chain triglucerides (MCT) oil, Bifidobacterium longum subsp. infantins EVC001 (milk, soy) CFU Count: 8 Billion CFU per 0.5 milliliters

 Manufactured For:
Infinant Health
Davis, CA 95618
customerservice@evivo.com",93136,Class II,203526
3026458332,HEINZ,Food/Cosmetics,Class II,Completed,Distributed nationwide and in Puerto Rico.,Yes,Chicago,Illinois,United States,2023-10-19,Plastic fragment. Product is recalled due to potential for a thin strip of the primary packaging film to remain adhered to the cheese slice after the wrapper has been removed.,Others,"Kraft Singles American Pasteurized Prepared Cheese product, 24 individually wrapped slices in flexible film per pack, net wt. per pack 16oz,  keep refrigerated. Single pack is sold at retail.

Case UPC 0 00 2100007180 7; Single Pack UPC 0 2100061526 1: Each case contains 27 packs.
Case UPC 0 00 2100061450 9; Single Pack UPC 0 2100061526 1: Each case contains 36 packs.
Case UPC 0 00 2100061524 7; Carton UPC 0 2100060491 3; Single Pack UPC 0 2100061526 1; Each case contains 12 cartons, each carton contains 3 packs (72 slices total per carton).

",93091,Class II,203423
1521948,La Perla Inc,Food/Cosmetics,Class I,Terminated,Ohio,No,Toledo,Ohio,United States,2023-10-18,Undeclared Allergen - Sesame,Undeclared,"Oasis Mediterranean Cuisine - Thin & Crunchy Sea Salt Hommus Chips packaged in 6oz printed bags, 12 bags per case.",93151,Class I,203546
3005423527,Katies Korner Inc.,Food/Cosmetics,Class II,Terminated,OH,No,Hubbard,Ohio,United States,2023-10-18,"Undeclared wheat, soy and coconut",Undeclared,"3 Gallon, plastic container of mint chip flavored ice cream",93090,Class II,203419
3009177797,"Comercializadora Pepsico Mexico,",Food/Cosmetics,Class I,Terminated,"Puerto Rico, Dominican Republic",No,Ciudad De Mexico,-,Mexico,2023-10-17,Undeclared Allergen: Soy,Undeclared,"QUAKER PANCAKES WITH WHOLE GRAIN OATS, NET WT 15.97OZ (1LB)",93134,Class I,203524
3011010804,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",Food/Cosmetics,Class I,Terminated,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",No,Baltimore,Maryland,United States,2023-10-17,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",Listeria,"Bistro to Go, Bacon, Egg & Cheddar Muffin, Net . Wt. 5.5 Oz. Single Serving, Mylar Wrap, Keep refrigerated",91653,Class I,198426
3002363195,"Sheng Kee of California, Inc dba Sheng Kee Bakery",Food/Cosmetics,Class I,Terminated,"U.S. distribution to the following: CA, IL, TX, GA, WA, and NJ

No foreign distribution.",No,Brisbane,California,United States,2023-10-17,Undeclared allergen; egg.,Undeclared,"Small 12 -3 Flavor Assorted Mooncake Gift Box
Small 12- 4 Flavor Assorted Mooncake Gift Box
Small 12- 6 Flavor Assorted Mooncake Tin Gift Box
Small 6- 3 Flavor Assorted Mooncake Gift Box
Small 9- 3 Flavor Assorted Mooncake Gift Box
Assorted Large 4 Mooncake Gift Box",92989,Class I,203173
3010251032,Moody Dunbar Inc,Food/Cosmetics,Class II,Ongoing,"Product was shipped to Florida, Texas and Virginia.",No,Johnson City,Tennessee,United States,2023-10-17,"During an internal investigation, the firm noticed that the Retort Chart was malfunctioning. No data was recorded during the production run.",Others,"Sweet Potatoes sold under the brand names: HEB CUT SWEET POTATOES IN LIGHT SYRUP NET WT. 29 OZ (1 LB 13 OZ) 822g MADE WITH PRIDE AND CARE FOR HEB, SAN ANTONIO, TEXAS 78204 UPC 0 41220 45933 9 & SYSCO Classic Cut Sweet Potatoes NET WT/PESO NETO 108 OZ (6 LB 12 OZ) 3.06 kg DISTRIBUTED BY/DISTRIBUIDO POR SYSCO CORPORATION, HOUSTON, TEXAS 77677 UPC 0 74865 10724 2",92838,Class II,202674
3011896004,Maisie Jane's California Sunshine Products Inc.,Food/Cosmetics,Class II,Terminated,"The product is distributed throughout the United States. Total number of consignees (customers) that received the recall product: 13. Consignees who received recalled product are in the following states: FL, TX, PA, WI, NY, GA, CA, OH.
",No,Chico,California,United States,2023-10-12,High levels of aflatoxin,Others,"Maisie Jane's Smooth almond butter, 12 oz glass jar, 6 units per case, shelf stable",93165,Class II,203591
3011145445,Dick Taylor Inc,Food/Cosmetics,Class I,Terminated,U.S. Distribution to all 50 states and foreign distribution. Firm's products are available for purchase through their website to domestic and foreign customers.,No,Eureka,California,United States,2023-10-11,Undeclared allergen (peanut),Undeclared,"Ginger Snap Milk Chocolate, 2 oz wrapped",93135,Class I,203525
3014480080,Fairfield Gourmet Food Corp d/b/a David's Cookies,Food/Cosmetics,Class II,Terminated,"The recall product was distributed to the following states : AL, CA, NV, WA, UT, FL, NM, NC, GA, MO, IL, IN, WI, MN, WY, IN, NE, OK, AR, SC and TN.",No,Fairfield,New Jersey,United States,2023-10-11,"Fairfield Gourmet Food Corp. d/b/a David s Cookies ,28 Industrial Road, Fairfield NJ 07004has initiated a recall of Markside Ultimate Peanut Butter Chocolate Cake, 7 oz.(198g) plastic package (i.e.) Clamp shell
8 package per case, LOT # BS23212 (Manufactured on July, 31, 2023) because of MISLABELED / UNDECLARED ALLERGENS (Peanuts)


",Undeclared,"Markside Ultimate Peanut Butter Chocolate Cake, 7 oz.(198g), plastic package (i.e.) Clamp shell, 8 package per case, Frozen master case (keep refrigerator Retail pack.  LOT # BS23212 (Manufactured on July, 31, 2023).



",93072,Class II,203370
3017095045,The Little Oak Company Ltd,Food/Cosmetics,Class II,Terminated,"WY, CA, NY, GA, IL, UT, MD, CO, PA, VT, TX, IN, FL, CT, HI, SC, MN, LA, NJ, MI, WA, OH, KY, NM, ID, MO, OK, NV, AR, NE, IA, MA, VA, TN, NC, AK, AV, AL, NH, SD, WI, PR, RI, KS, ME, MT, DC",No,Auckland,-,New Zealand,2023-10-11,No pre-market notification and Mixing instructions not in ounces,Others,LittleOak Natural Goat Milk Infant Formula (Stage 1); packaged in 800g (1.8lbs) tin cans - six cans per case.,93022,Class II,203294
3015470273,CEREBELLY INC,Food/Cosmetics,Class II,Terminated,U.S. distribution to all 50 states and territories. No foreign distribution.,No,Los Gatos,California,United States,2023-10-05,Surface mold visible on product,Mold,Cerebelly Smart Bar; Apple Kale flavor; 5 pk and 7 pk; ambient storage,93026,Class II,203299
3020599123,Vive Organic,Food/Cosmetics,Class II,Terminated,"Vive Organic did not sell directly to any consignees. Vive Organic did not sell directly to any wholesale dealers. TOTAL number of distributors that received the recall product = 12. TOTAL number of retailers that received the recall product = 10. 

U.S. distribution to: AZ, CA, CO, CT, FL, GA, IA, IL, IN, MD, NY, PA, TX, UT, WA, WI. No foreign distribution. 
",No,Oceanside,California,United States,2023-10-02,Undeclared allergen; coconut,Undeclared,"2 oz VIVE ORGANIC DETOX + IMMUNITY KIWI APPLE SUPERGREENS WELLNESS SHOT; Total package size:  12 bottles per case; Storage instructions:  Keep Refrigerated; Date(s) of manufacture: 06/29/23 - 06/30/23
",93117,Class II,203482
3015835613,The Fresh Chile Company,Food/Cosmetics,Class II,Ongoing,"6,453 6,475 19 fl oz. (510g) jars distributed to wholesale customers and individuals. From June 21 2022 last date of distribution April 12 2023. With 81 sold through the giftshop from April 13th to August 25 2023.  Wholesale customers 28, internet customers to be determined. 

18 6,453 6,475 19 fl oz. (510g) jars remain in the firms possession, under quarantine.",No,Las Cruces,New Mexico,United States,2023-09-29,Label lacked Fish (anchovies) allergen declaration.,Undeclared,"Sweet & Spicy BBQ sauce, Fresh Chile BBQ sweet & Spicy Medium. 19 fluid ounce glass jar 19 fl oz. (510g) , with a metal screw top lid.",92949,Class II,202997
3016965298,Cannihelp Hemp Co LLC dba The Crooked Row,Food/Cosmetics,Class II,Terminated,Single retail consignee within TN,No,Crossville,Tennessee,United States,2023-09-29,Unapproved food additive: kratom,Others,"The Crooked Row - Nkratable 
4.5g per bite - 3 bites per pack",93092,Class II,203424
3013250006,ICE CREAM HOUSE,Food/Cosmetics,Class I,Terminated,"OH, NJ, NY",No,Brooklyn,New York,United States,2023-09-28,Products may be contaminated with Listeria monocytogenes.,Listeria,Premium Sorbet 5 Liter - All flavors; parve; 1 PACK; Food Service,92966,Class I,203031
3020918925,Ozona Organics LLC,Food/Cosmetics,Class II,Terminated,Nationwide,Yes,Ozona,Texas,United States,2023-09-28,Products contain high water activity in the formula that provides a potential for microbial growth.,Others,"OZONA ORGANICS LIQUID PROBIOTICS & GO HEALTHY LIQUID PROBIOTICS
",92715,Class II,202250
3010636005,Pharma-Natural Inc.,Food/Cosmetics,Class III,Terminated,Puerto Rico,No,Miami Lakes,Florida,United States,2023-09-27,"FDA sample analysis of Pharma Natural Biotin 5000 mcg Maximum Strength (30 tablets, Lot: PN10686, Exp. Date 01/24), found the biotin content was below the detection limit.",Others,"Pharma Natural, Biotin 5000 mcg, Maximum Strength, Dietary Supplement, 30 Tablets",92953,Class III,203002
3014570587,"Regal Foods, Inc",Food/Cosmetics,Class II,Terminated,"The product was distributed to the following states: GA, MD, PA, KY",No,Leola,Pennsylvania,United States,2023-09-26,The firm initiated a recall of various seasonings because rodent feces was found in samples of oregano.,Others,"REGAL ITALIAN SEASONING 3.25#, 3.25 lb Plastic Bag",92802,Class II,202623
3021491585,Life Raft Treats Ice Cream Factory,Food/Cosmetics,Class I,Completed,All fifty (50) states + DC,No,North Charleston,South Carolina,United States,2023-09-25,South Carolina Department of Health discovered the product contained Listeria monocytogenes.,Listeria,"Life Raft TREATS ICE CREAM NOT FRIED CHICKEN Hand Crafted in Charleston S.C. NET WT. 64 OZ bucket & 2.5 OZ - 71G plastic bags UPC 8 60006 18210 6 MANUFACTURED BY LIFE RAFT TREATS CHARLESTON, S.C.",92993,Class I,203181
3008807346,CenSea Inc,Food/Cosmetics,Class I,Terminated,"OH, FL, GA, IL",No,Northbrook,Illinois,United States,2023-09-25,Product tested positive for Salmonella,Salmonella,"Central Seafoods 30# case of IQF whole octopus.  
Three item codes / GTIN numbers depending on size of individual octopus: 
Item 10400: 2-4 pound whole octopus, GTIN 1 00 70041 20007 0.
Item 10432: 4-6 pound whole octopus, GTIN 1 00 70041 20008 7.
Item 10460: 6-8 pound whole octopus, GTIN 1 00 70041 20009 4.",92995,Class I,203209
1522882,Fresh Unlimited Inc,Food/Cosmetics,Class I,Terminated,"US Foods Distribution locations: IN, NC, NY, SC, WV",No,Sidney,Ohio,United States,2023-09-25,Potential contamination of Listeria monocytogenes,Listeria,"Freshway Foods - Diced Butternut Squash, packaged in 4 pound plastic bags - 4 bags per case.",93011,Class I,203276
